Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2019-12;International;PARIS LYON;ZURICH;139.0;118.0;7.0;;63.0;5.488359788;2.917867868;N/A;30.0;24.62722222;8.933933934;;N/A;N/A;7.0;1.0;88.88888889;;0.0;11.11111111;0.0;0.0
2020-01;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;99.0;369.0;94.94596247960848;;283.0;3.405359246;2.72152381;;45.0;25.68185185;4.524333333;;27.0;35.28703704;12.0;4.0;28.57142857;28.57142857;14.28571429;21.42857143;7.142857143;
;NWtional;BORDEAUX ST JEAN;PARIS MONTPARNASSE;1702.5938009787928;660.0;41.0;;277.0;11.58670277;4.820759289;;131.0;29.6389313;58.473231348896356;;84.0;40.40502008;28.0;10.0;18.46153846;70.0;3.846153846;3.846153846;2.307692308;1.538461538
2020-01;National;NANTES;PARIS MONTPARNASSE;139.0;443.0;23.0;;213.0;21.62402191;30.621657617690236;;48.0;26.42465278;4.379960317;;31.0;34.39731183;14.0;4.0;26.08695652;34.7826087;13.04347826;19.56521739;6.52173913;0.0
2020-01;National;PARIS MONTPARNASSE;POITIERS;93.0;2681.206158238173;29.0;;N/A;2.169367589;1.366759259;;45.0;;3.305694444;;20.0;32.58833333;8.0;2.0;24.44444444;22.22222222;26.66666667;;4.444444444;4.444444444
2020-01;National;ST MALO;PARIS MONTPARNASSE;;69.0;3.0;;58.0;3.458045977;3.018939394;;7.0;N/A;5.076010101;;;35.9;2.0;1.0;0.0;42.85714286;0.0;42.85714286;14.28571429;0.0
2020-01;National;LYON PART DIEU;RENNES;239.0;58.0;94.94596247960848;;32.0;9.1578125;5.357098765;;5.0;;7.765432099;;5.0;68.85;N/A;N/A;;;20.0;0.0;20.0;0.0
2020-01;National;PARIS EST;NANCY;96.0;243.0;20.0;N/A;177.0;2.168455744;1.67077728;;17.0;28.40196078;2.456203288;;11.0;346.4742866898222;5.0;2.0;12.5;18.75;31.25;37.5;72.0439601026586;0.0
2020-01;National;NANTES;STRASBOURG;319.0;25.0;94.94596247960848;;17.0;2.229411765;1.573188406;;1.0;17.35;3.768115942;;1.0;17.35;0.0;0.0;0.0;0.0;0.0;100.0;;0.0
2020-01;National;LILLE;PARIS NORD;71.0;557.0;24.0;;298.0;4.010794183;2.054627892;;193.0;17.32918826;7.375703565;;55.0;40.23969697;25.0;11.0;4.838709677;;16.12903226;6.989247312;11.29032258;0.537634409
2020-01;National;LYON PART DIEU;MARNE LA VALLEE;109.0;196.0;17.0;;156.0;5.606089744;4.815642458;;30.0;25.22111111;4.844785847;;22.0;29.93409091;124.67169657422514;2.0;31.03448276;13.79310345;24.13793103;10.34482759;20.68965517;75.91572970554272
2020-01;National;MARNE LA VALLEE;LYON PART DIEU;108.0;251.0;21.0;;225.0;10.66437037;10.42724638;;57.0;27.42982456;8.029927536;;34.0;37.6004902;16.0;4.0;16.07142857;37.5;16.07142857;N/A;8.928571429;1.785714286
2020-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;;154.0;N/A;;104.0;2.366185897;1.531081081;;365.28344208809136;28.30098039;2.873085586;;10.0;39.12666667;3.0;2.0;31.25;12.5;198.7610364132147;6.25;0.0;6.25
2020-01;National;PARIS LYON;MONTPELLIER;1702.5938009787928;180.0;7.0;;81.0;3.785596708;1.511849711;;23.0;44.02391304;7.276782274;;23.0;346.4742866898222;10.0;46.45493474714519;N/A;21.73913043;4.347826087;47.82608696;4.347826087;75.91572970554272
2020-01;National;NICE VILLE;PARIS LYON;359.0;132.0;5.0;;121.0;2.57369146;2.432545932;;8.0;36.68333333;N/A;;8.0;36.68333333;5.0;0.0;25.0;25.0;37.5;0.0;0.0;12.5
2020-01;National;PARIS LYON;PERPIGNAN;308.0;136.0;8.0;;69.0;4.353381643;2.168098958;;20.0;55.16666667;7.489713542;;;;;5.0;20.0;15.0;20.0;;5.0;0.0
2020-01;;PARIS LYON;VALENCE ALIXAN TGV;135.0;254.0;14.0;;119.0;3.860504202;1.713194444;;19.0;25.80526316;2.189097222;;13.0;32.01538462;;2.0;5.263157895;10.52631579;15.78947368;57.89473684;10.52631579;0.0
2020-01;International;FRANCFORT;PARIS EST;218.0;127.0;N/A;;872.2920065252855;2.033944954;1.851960784;N/A;9.0;345.3266769288485;4.213445378;;8.0;45.10416667;124.67169657422514;1.0;11.11111111;11.11111111;44.44444444;33.33333333;0.0;0.0
2020-01;;ITALIE;PARIS LYON;424.0;N/A;3.0;;71.0;3.658685446;3.551598174;;24.0;27.27152778;10.80981735;;24.0;27.27152778;9.0;0.0;218.89587774190275;20.83333333;66.66666667;4.166666667;8.333333333;0.0
2020-01;International;PARIS LYON;ZURICH;199.0;148.0;7.0;;;7.571491228;3.856382979;;24.0;42.52569444;9.922695035;;23.0;;13.0;5.0;;52.94117647;11.76470588;17.64705882;0.0;5.882352941
2020-01;National;PARIS MONTPARNASSE;LAVAL;83.0;211.0;15.0;;134.0;3.437562189;30.621657617690236;;32.0;18.73125;3.303911565;;12.0;36.13888889;7.0;2.0;21.42857143;218.65088787857883;25.0;25.0;10.71428571;0.0
2020-01;National;LE MANS;PARIS MONTPARNASSE;56.0;361.0;14.0;;287.0;5.160569106;4.16037464;;106.0;15.56792453;5.211479347;;260.39253670473084;346.4742866898222;12.0;3.0;11.9047619;33.33333333;29.76190476;11.9047619;3.571428571;9.523809524
2020-01;National;QUIMPER;PARIS MONTPARNASSE;230.0;161.0;10.0;;106.0;118.28872062060988;17.06666667;;13.0;31.97051282;5.069315673;;13.0;31.97051282;5.0;1.0;23.07692308;53.84615385;;190.42008423241046;0.0;0.0
;National;RENNES;PARIS MONTPARNASSE;1702.5938009787928;525.0;31.0;;350.0;18.57547619;12.23920378;;102.0;22.56666667;5.602462888;;43.0;40.37248062;19.0;7.0;15.90909091;34.09090909;12.5;21.59090909;7.954545455;7.954545455
2020-01;National;PARIS MONTPARNASSE;TOURS;72.0;141.0;11.0;;85.0;N/A;2.996410256;;23.0;;3.300512821;;N/A;24.00714286;1.0;0.0;5.0;15.0;65.0;5.0;5.0;
2020-01;National;VANNES;;163.0;171.0;11.0;;156.0;6.842521368;;;26.0;26.67179487;5.856875;;15.0;36.96555556;;;20.0;52.0;8.0;12.0;4.0;4.0
2020-01;;RENNES;LYON PART DIEU;1702.5938009787928;58.0;3.0;;44.0;N/A;1.245151515;;2.0;345.3266769288485;1.708181818;;2.0;26.35;1.0;0.0;50.0;0.0;50.0;0.0;N/A;0.0
2020-01;National;LILLE;LYON PART DIEU;186.0;211.0;18.0;;145.0;5.826091954;4.296804836;;40.0;28.2925;7.975993092;;30.0;33.67111111;12.0;3.0;17.94871795;38.46153846;7.692307692;20.51282051;12.82051282;2.564102564
2020-01;National;TOURCOING;BORDEAUX ST JEAN;300.0;15.0;1.0;;6.0;2.480555556;1.063095238;;4.0;20.05833333;58.473231348896356;;;20.05833333;0.0;0.0;0.0;75.0;25.0;0.0;;0.0
2020-01;NatioEal;PARIS LYON;AVIGNON TGV;166.0;336.0;;;120.0;5.092361111;N/A;N/A;31.0;33.96774194;3.478571429;;22.0;43.11893939;12.0;4.0;;3.225806452;12.90322581;45.16129032;12.90322581;0.0
2020-01;National;PARIS LYON;GRENOBLE;185.0;142.0;9.0;;;3.466333333;;;5.0;26.8;0.338345865;;5.0;26.8;1.0;0.0;20.0;0.0;N/A;80.0;0.0;0.0
;National;GRENOBLE;PARIS LYON;180.0;154.0;8.0;;40.0;90.79625;24.87568493;;14.0;20.97857143;2.698744292;;;27.63958333;3.0;0.0;21.42857143;14.28571429;;14.28571429;0.0;7.142857143
2020-01;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81.0;195.0;8.0;;168.0;4.14156746;3.692156863;;24.0;345.3266769288485;1.019073084;;260.39253670473084;27.0452381;3.0;N/A;9.090909091;27.27272727;31.81818182;13.63636364;18.18181818;0.0
;National;MARSuILLE ST CHARLES;PARIS LYON;201.0;405.0;13.0;;147.0;5.005895692;1.573767007;;25.0;38.898;2.266369048;;25.0;38.898;16.0;2.0;36.0;32.0;12.0;8.0;8.0;4.0
2020-01;National;PARIS LYON;MULHOUSE VILLE;169.0;249.0;13.0;;119.0;6.481372549;30.621657617690236;;37.0;35.06981982;6.823446328;;;41.41666667;14.0;7.0;16.21621622;27.02702703;;32.43243243;2.702702703;2.702702703
2020-01;National;PARIS LYON;NICE VILLE;1702.5938009787928;;6.0;;37.0;6.888738739;1.613648294;;12.0;;4.642913386;;12.0;40.41527778;124.67169657422514;2.0;25.0;16.66666667;16.66666667;190.42008423241046;8.333333333;0.0
2M20-01;;PARIS LYON;NIMES;180.0;180.0;7.0;;;3.931300813;1.605491329;;18.0;47.39722222;6.542678227;;17.0;49.4627451;10.0;4.0;22.22222222;5.555555556;11.11111111;55.55555556;5.555555556;0.0
2020-01;National;VALENCE ALIXAN TGV;PARIS LYON;134.0;267.0;94.94596247960848;;N/A;10.55841424;8.500787402;;50.0;41.53733333;;;41.0;48.10121951;17.0;9.0;28.0;20.0;22.0;20.0;8.0;2.0
2020-01;National;LYON PART DIEU;MARSEILLE ST CHARLES;105.0;306.0;94.94596247960848;;232.0;5.852514368;4.681126597;;;;5.877584204;;N/A;35.76666667;14.0;7.0;;218.65088787857883;34.09090909;11.36363636;9.090909091;2.272727273
2020-01;National;LYON PART DIEU;MONTPELLIER;126.0;122.0;11.0;;89.0;7.524344569;5.998198198;;27.0;23.39259259;-5.862912913;;17.0;29.69705882;7.0;1.0;24.0;24.0;36.0;0.0;;0.0
2020-01;International;PARIS EST;STUTTGART;N/A;129.0;5.0;;95.0;0.922105263;0.653091398;N/A;12.0;34.13333333;6.205376344;;11.0;;4.0;2.0;9.090909091;36.36363636;36.36363636;0.0;9.090909091;9.090909091
2020-01;International;STUTTGART;PARIS EST;181.0;129.0;5.0;;119.0;118.28872062060988;5.420833333;;14.0;23.4797619;5.405510753;;14.0;40.70119048;;3.0;218.89587774190275;7.142857143;50.0;7.142857143;21.42857143;0.0
2020-01;International;GENEVE;PARIS LYON;189.0;157.0;8.0;;872.2920065252855;2.834013605;2.7950783;;8.0;43.48125;58.473231348896356;;7.0;48.35238095;4.0;1.0;62.5;25.0;0.0;N/A;0.0;0.0
2020-01;International;PARIS LYON;LAUSANNE;201.0;N/A;5.0;;56.0;5.05625;1.957070707;;20.0;44.58333333;8.973106061;;19.0;49.28055556;11.0;3.0;27.77777778;16.66666667;11.11111111;33.33333333;;0.0
2020-01;National;PARIS MONTPARNASSE;BREST;222.0;;14.0;;N/A;2.774113475;1.961171171;;10.0;25.1;2.416216216;;10.0;25.1;3.0;0.0;30.0;218.65088787857883;;10.0;20.0;0.0
2020-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;170.0;149.0;12.0;;96.0;2.621527778;;;9.0;30.05555556;;;9.0;30.05555556;3.0;;11.11111111;55.55555556;0.0;;72.0439601026586;0.0
2020-T1;National;;PARIS MONTPARNASSE;163.0;152.0;94.94596247960848;;68.0;1.429656863;0.699160671;;17.0;21.38333333;4.321822542;;10.0;27.455;3.0;0.0;6.25;50.0;;190.42008423241046;0.0;0.0
;National;PARIS MONTPARNASSE;NANTES;137.0;2681.206158238173;23.0;;;4.001638418;2.748130081;;;345.3266769288485;3.531707317;;28.0;32.3547619;10.0;2.0;36.36363636;;20.45454545;18.18181818;11.36363636;0.0
2020-01;National;PARIS MONTPARNASSE;RENNES;98.0;558.0;43.0;;373.0;4.175737265;2.805760518;;56.0;22.84910714;2.566245955;;260.39253670473084;35.23045977;;3.0;16.98113208;26.41509434;198.7610364132147;30.18867925;9.433962264;0.0
2020-01;National;PARIS MONTPARNASSE;ST MALO;154.0;78.0;6.0;;51.0;3.299673203;2.198842593;;5.0;32.37666667;1.921296296;;260.39253670473084;32.37666667;2.0;0.0;40.0;218.65088787857883;0.0;20.0;20.0;0.0
2020-01;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;266.0;116.0;8.0;;85.0;2.703529412;2.021759259;;18.0;73.56111111;12.46358025;;18.0;73.56111111;12.0;6.0;16.66666667;66.66666667;0.0;16.66666667;0.0;
2020-01;National;PARIS EST;METZ;84.0;271.0;12.0;;210.0;6.982936508;5.617374517;;25.0;17.06733333;1.715830116;;9.0;346.4742866898222;5.0;1.0;N/A;26.08695652;39.13043478;26.08695652;0.0;0.0
2020-01;National;METZ;PARIS EST;86.0;261.0;16.0;;175.0;3.170761905;2.211972789;;36.0;21.23935185;4.054081633;;14.0;40.8297619;6.0;3.0;11.42857143;22.85714286;34.28571429;22.85714286;8.571428571;0.0
2020-01;;NmNCY;PARIS EST;95.0;268.0;17.0;;180.0;2.999814815;2.094621514;;21.0;36.35555556;3.312682603;;260.39253670473084;62.75833333;6.0;3.0;4.761904762;;33.33333333;28.57142857;0.0;0.0
2020-01;National;SJRASBOURG;NANTES;339.0;22.0;2.0;;18.0;2.766666667;2.474166667;;1.0;44.11666667;1.413333333;;;44.11666667;124.67169657422514;0.0;0.0;0.0;100.0;;0.0;0.0
2020-01;National;BORDEAUX ST JEAN;TOURCOING;N/A;N/A;1.0;;6.0;118.28872062060988;2.166666667;;3.0;34.0;5.277777778;;3.0;346.4742866898222;1.0;1.0;33.33333333;33.33333333;33.33333333;0.0;0.0;0.0
2020-01;National;;MARSEILLE ST CHARLES;212.0;203.0;12.0;;171.0;7.494736842;6.693630017;;26.0;38.66474359;7.206457243;;26.0;38.66474359;11.0;6.0;23.07692308;218.65088787857883;23.07692308;190.42008423241046;7.692307692;3.846153846
2020-01;National;PARIS LYON;AIX EN PROVENCE TGV;188.0;341.0;7.0;;;4.584770115;1.297904192;;25.0;N/A;4.650548902;;25.0;41.01466667;12.0;3.0;52.0;4.0;4.0;28.0;72.0439601026586;
2020-01;National;PARIS LYON;ANNECY;222.0;124.0;94.94596247960848;;48.0;N/A;1.767366947;;16.0;;7.037815126;;16.0;33.3125;6.0;2.0;20.0;40.0;13.33333333;26.66666667;N/A;0.0
2020-01;National;ANNECY;PARIS LYON;228.0;104.0;N/A;;20.0;45.85333333;9.263299663;;24.0;30.87777778;8.948653199;;24.0;30.87777778;10.0;1.0;30.43478261;13.04347826;;0.0;8.695652174;4.347826087
2020-01;National;AVIGNON TGV;PARIS LYON;1702.5938009787928;334.0;12.0;;164.0;118.28872062060988;1.581055901;;365.28344208809136;29.61611111;2.03447205;;20.0;38.3325;12.0;2.0;36.66666667;23.33333333;26.66666667;6.666666667;6.666666667;0.0
2020-01;National;PARIS LYON;BELLEGARDE (AIN);163.0;184.0;10.0;;77.0;;2.201149425;;20.0;32.3475;5.527011494;;19.0;33.40263158;11.0;1.0;25.0;10.0;10.0;45.0;72.0439601026586;5.0
2020-01;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129.0;139.0;94.94596247960848;N/A;54.0;2.497222222;0.827480916;;14.0;22.5952381;58.473231348896356;;9.0;27.94074074;3.0;1.0;35.71428571;21.42857143;198.7610364132147;21.42857143;0.0;0.0
2020-01;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;190.0;191.0;10.0;;142.0;11.38004695;8.845856354;;40.0;28.17916667;7.228176796;;35.0;30.50095238;16.0;1.0;12.82051282;20.51282051;48.71794872;2.564102564;10.25641026;5.128205128
2020-01;National;PARIS LYON;DIJON VILLE;98.0;315.0;22.0;;;3.04079602;30.621657617690236;;21.0;23.39126984;1.762571104;;;27.81222222;5.0;0.0;14.28571429;19.04761905;9.523809524;47.61904762;9.523809524;0.0
U020-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;80.0;;4.0;;69.0;;0.483804143;;11.0;12.16212121;0.491525424;;3.0;24.42222222;1.0;0.0;18.18181818;;9.090909091;36.36363636;9.090909091;0.0
2020-01;National;PARIS LYON;;120.0;544.0;18.0;;199.0;2.962311558;0.794898606;;17.0;N/A;0.31964512;;13.0;N/A;5.0;2.0;23.52941176;29.41176471;5.882352941;23.52941176;N/A;5.882352941
2020-01;National;MACON LOCHE;PARIS LYON;97.0;202.0;15.0;N/A;177.0;118.28872062060988;9.076114082;;50.0;24.31033333;7.323618538;;260.39253670473084;30.21862745;15.0;46.45493474714519;18.75;20.83333333;41.66666667;6.25;8.333333333;75.91572970554272
2020-01;National;MULHOUSE VILLE;PARIS LYON;170.0;255.0;10.0;;203.0;3.541050903;2.89292517;;36.0;;3.229727891;;21.0;27.51904762;5.0;1.0;25.0;218.65088787857883;41.66666667;0.0;11.11111111;
2020-01;National;PERPIGNAN;;312.0;132.0;7.0;;69.0;8.59057971;4.021866667;;19.0;61.7245614;9.561733333;;19.0;346.4742866898222;11.0;8.0;36.84210526;10.52631579;21.05263158;21.05263158;5.263157895;5.263157895
2020-01;National;MARSEILLE ST CHARLES;LYON PART DIEU;104.0;296.0;18.0;;133.0;2.978822055;1.232074341;;28.0;;3.700539568;;;47.45666667;5.0;4.0;32.14285714;N/A;28.57142857;7.142857143;10.71428571;7.142857143
2020-01;International;PARIS LYON;ITALIE;;77.0;4.0;;30.0;2.761666667;0.874429224;;11.0;50.36363636;7.726940639;;11.0;50.36363636;5.0;3.0;33.33333333;22.22222222;22.22222222;190.42008423241046;0.0;0.0
2020-01;Inte4national;ZURICH;PARIS LYON;206.0;164.0;6.0;;156.0;2.107264957;2.075421941;;20.0;24.74583333;4.730168776;;17.0;27.94736842;4.0;1.0;25.0;20.0;30.0;0.0;15.0;10.0
2020-01;International;MADRID;MARSEILLE ST CHARLES;492.0;12.0;1.0;;3.0;6.333333333;1.454545455;;1.0;27.2;5.910606061;;1.0;27.2;0.0;0.0;0.0;0.0;100.0;190.42008423241046;0.0;0.0
2020-01;International;BARCELONA;PARIS LYON;339.0;55.0;2.0;;23.0;118.28872062060988;5.532704403;;7.0;92.42857143;13.74654088;;7.0;79.9962963;6.0;5.0;42.85714286;0.0;14.28571429;42.85714286;0.0;0.0
;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;99.0;367.0;20.0;;251.0;4.320185923;N/A;;32.0;26.903125;2.044284342;;25.0;31.496;8.0;2.0;34.375;12.5;18.75;21.875;12.5;0.0
2020-01;National;PARIS MONTPARNASSE;ANGOULEME;128.0;251.0;16.0;;173.0;;1.817163121;;26.0;27.10448718;3.944539007;;22.0;29.84318182;7.0;;12.0;56.0;8.0;20.0;4.0;0.0
2020-01;National;ANGOULEME;PARIS MONTPARNASSE;124.0;229.0;12.0;;200.0;5.893416667;5.410061444;;44.0;23.43068182;6.647004608;;29.0;29.62126437;7.0;;18.18181818;61.36363636;13.63636364;2.272727273;2.272727273;2.272727273
2020-01;National;PARIS MONTPARNASSE;LE MANS;55.0;;24.0;;262.0;4.080597964;2.736756757;;49.0;19.44421769;2.863738739;;21.0;34.61904762;12.0;;13.04347826;17.39130435;30.43478261;28.26086957;4.347826087;6.52173913
2020-01;National;REIMS;PAuIS EST;46.0;205.0;14.0;;120.0;1.485833333;;;28.0;10.25892857;58.473231348896356;;4.0;26.96666667;2.0;0.0;4.166666667;16.66666667;198.7610364132147;12.5;8.333333333;N/A
2020-01;National;PARIS EST;STRASBOURG;114.0;444.0;20.0;;311.0;1.39807074;0.960220126;;15.0;22.85333333;0.663600629;;9.0;29.96111111;3.0;1.0;N/A;46.66666667;6.666666667;26.66666667;13.33333333;0.0
2020-01;National;ARRAS;PARIS NORD;56.0;277.0;26.0;;872.2920065252855;7.38349359;6.072111554;;126.0;17.4202381;9.7124834;;37.0;39.26621622;16.0;7.0;5.691056911;52.84552846;19.51219512;6.504065041;12.19512195;3.25203252
2020-01;National;LILLE;MARSEILLE ST CHARLES;295.0;177.0;11.0;;93.0;6.54390681;3.476606426;;23.0;35.02753623;7.094779116;;23.0;35.02753623;9.0;5.0;21.73913043;21.73913043;26.08695652;21.73913043;4.347826087;4.347826087
2020-01;Nktional;MARSEILLE ST CHARLES;;294.0;28.0;1.0;;10.0;N/A;2.696296296;;6.0;;12.18518519;;260.39253670473084;38.33333333;124.67169657422514;1.0;16.66666667;16.66666667;16.66666667;16.66666667;33.33333333;0.0
2020-01;National;AIX EN PROVENCE TGV;PARIS LYON;188.0;315.0;11.0;;872.2920065252855;3.054052511;2.918037281;;19.0;32.77719298;1.546326754;;19.0;32.77719298;10.0;46.45493474714519;36.84210526;26.31578947;26.31578947;0.0;10.52631579;0.0
2020-01;National;BELLEGARDE (AIN);PARIS LYON;1702.5938009787928;170.0;10.0;;126.0;2.863359788;2.205625;;11.0;34.26515152;1.9328125;;6.0;53.20277778;N/A;1.0;45.45454545;9.090909091;27.27272727;9.090909091;9.090909091;0.0
2020-M1;National;LYON PART DIEU;;119.0;567.0;22.0;;395.0;3.899367089;2.753333333;;66.0;24.3739899;3.016941896;;35.0;35.38380952;14.0;3.0;;23.07692308;26.15384615;18.46153846;10.76923077;7.692307692
2020-01;National;PARIS LYON;MARSEILLE ST CHARLES;201.0;2681.206158238173;11.0;;149.0;5.768008949;1.750039683;;365.28344208809136;42.325;4.408015873;;34.0;42.325;17.0;5.0;38.23529412;;5.882352941;38.23529412;5.882352941;0.0
2020-01;;MONTPELLIER;LYON PART DIEU;118.0;111.0;9.0;;97.0;3.45395189;30.621657617690236;;15.0;45.13333333;7.805882353;;11.0;56.67272727;7.0;4.0;40.0;26.66666667;198.7610364132147;190.42008423241046;6.666666667;0.0
2020-01;International;PARIS EST;FRANCFORT;209.0;121.0;6.0;;71.0;3.777934272;2.197826087;;13.0;31.79871795;7.142173913;;;31.79871795;5.0;1.0;10.0;218.65088787857883;0.0;;20.0;0.0
2020-01;International;LAUSANNE;PARIS LYON;201.0;129.0;4.0;;103.0;3.338511327;2.7072;;;N/A;58.473231348896356;;4.0;52.72916667;2.0;1.0;50.0;N/A;25.0;25.0;0.0;0.0
2020-01;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;147.0;616.0;94.94596247960848;;435.0;3.49467433;2.560035211;;146.0;24.8706621;8.833215962;;99.0;30.99259259;36.0;9.0;10.63829787;71.63120567;3.546099291;8.510638298;4.255319149;1.418439716
2020-01;National;BREST;;228.0;215.0;12.0;;121.0;N/A;1.070032841;;19.0;345.3266769288485;6.413136289;;19.0;44.55;8.0;4.0;21.05263158;42.10526316;5.263157895;N/A;10.52631579;10.52631579
2020-01;National;LAVAL;PARIS MONTPARNASSE;87.0;202.0;7.0;;872.2920065252855;4.854545455;3.180598291;;365.28344208809136;15.32169811;4.637008547;;15.0;31.98222222;4.0;2.0;13.95348837;16.27906977;18.60465116;25.58139535;9.302325581;16.27906977
2020-01;National;POITIERS;PARIS MONTPARNASSE;94.0;N/A;23.0;;209.0;;30.621657617690236;N/A;79.0;16.64683544;5.638648948;;32.0;N/A;7.0;2.0;18.42105263;48.68421053;N/A;7.894736842;3.947368421;2.631578947
2020-01;National;;QUIMPER;223.0;166.0;13.0;;119.0;4.657422969;3.470043573;;7.0;345.3266769288485;3.77124183;;7.0;69.14285714;4.0;3.0;57.14285714;;0.0;28.57142857;0.0;0.0
2020-01;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;1702.5938009787928;366.0;29.0;;236.0;3.295550847;N/A;;51.0;16.36437908;2.55628091;;260.39253670473084;25.8780303;6.0;1.0;10.63829787;29.78723404;34.04255319;10.63829787;4.255319149;10.63829787
2020-01;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;62.0;327.0;26.0;;251.0;4.69435591;3.870598007;;92.0;16.01884058;5.725083056;;;32.09569892;11.0;N/A;12.82051282;;;8.974358974;8.974358974;5.128205128
2020-01;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;269.0;2681.206158238173;7.0;;71.0;17.23403756;9.640725806;;21.0;71.48730159;15.42419355;;21.0;346.4742866898222;9.0;5.0;19.04761905;71.42857143;4.761904762;190.42008423241046;0.0;0.0
2020-01;National;TOURS;PARIS MONTPARNASSE;1702.5938009787928;130.0;10.0;;73.0;2.216438356;1.236666667;;35.0;11.95238095;4.452638889;;6.0;31.175;3.0;0.0;218.89587774190275;7.407407407;62.96296296;7.407407407;11.11111111;3.703703704
2020-01;National;PARIS MONTPARNASSE;VANNES;155.0;2681.206158238173;14.0;;103.0;2.733333333;1.861956522;;12.0;27.375;2.539855072;;6.0;42.08333333;4.0;1.0;218.89587774190275;16.66666667;16.66666667;33.33333333;72.0439601026586;8.333333333
2020-01;National;PARIS EST;REIMS;1702.5938009787928;179.0;10.0;;140.0;1.573214286;N/A;;13.0;13.61282051;1.390927022;;3.0;;;0.0;15.38461538;N/A;30.76923077;0.0;;0.0
2020-01;National;STRASBOURG;PAfIS EST;113.0;455.0;24.0;;329.0;118.28872062060988;2.799419954;;;26.03712121;3.464075793;;N/A;32.68;;3.0;18.60465116;20.93023256;39.53488372;13.95348837;6.976744186;0.0
2020-01;National;PARIS NORD;ARRAS;1702.5938009787928;281.0;27.0;;237.0;5.266455696;4.894947507;;62.0;14.46209677;4.434448819;;19.0;30.83421053;7.0;1.0;12.28070175;29.8245614;31.57894737;15.78947368;10.52631579;0.0
2020-01;National;PARIS NORD;DOUAI;71.0;126.0;7.0;;110.0;7.105757576;N/A;;37.0;15.77072072;58.473231348896356;;10.0;346.4742866898222;;1.0;5.714285714;34.28571429;42.85714286;5.714285714;11.42857143;0.0
;National;DOUAI;PARIS NORD;78.0;155.0;9.0;;134.0;2.873258706;;;75.0;18.92733333;10.12648402;;20.0;46.0025;;5.0;4.054054054;52.7027027;21.62162162;5.405405405;12.16216216;4.054054054
2020-01;National;PARIS NORD;DUNKERQUE;129.0;154.0;8.0;;139.0;4.218105516;4.000228311;;15.0;N/A;3.191780822;;11.0;36.27272727;124.67169657422514;1.0;40.0;13.33333333;;20.0;6.666666667;0.0
2020-01;National;DUNKERQUE;PARIS NORD;133.0;149.0;9.0;;872.2920065252855;8.6;0.921428571;;39.0;23.36538462;;;17.0;38.00588235;5.0;2.0;7.692307692;48.71794872;198.7610364132147;10.25641026;N/A;2.564102564
2020-01;National;PARIS NORo;LILLE;1702.5938009787928;596.0;25.0;;532.0;;4.173117338;;109.0;17.82232416;3.785639229;;40.0;33.97833333;21.0;4.0;;33.33333333;25.49019608;18.62745098;9.803921569;0.980392157
2020-01;National;LYON PART DIEU;LILLE;191.0;154.0;;;123.0;;30.621657617690236;;29.0;26.13103448;7.412174941;;20.0;32.18;;3.0;20.68965517;218.65088787857883;34.48275862;13.79310345;10.34482759;0.0
2020-01;National;MARSEILLE ST CHARLES;LILLE;281.0;;7.0;;48.0;1.693402778;0.271411192;;19.0;42.67719298;;;19.0;42.67719298;10.0;6.0;21.05263158;26.31578947;31.57894737;15.78947368;0.0;5.263157895
20c0-01;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;210.0;201.0;10.0;;872.2920065252855;2.507598039;0.57547993;;24.0;32.50902778;5.498429319;;24.0;32.50902778;8.0;3.0;;16.66666667;29.16666667;8.333333333;12.5;4.166666667
2020-01;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;182.0;185.0;10.0;;73.0;4.575799087;1.660190476;;18.0;29.39074074;3.658190476;;14.0;34.02380952;6.0;3.0;17.64705882;29.41176471;;35.29411765;0.0;0.0
